#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 9913517, SEN S/N: 9913517)",Coupler Detached (LGR S/N: 9913517),Coupler Attached (LGR S/N: 9913517),Host Connected (LGR S/N: 9913517),Stopped (LGR S/N: 9913517),End Of File (LGR S/N: 9913517)
1,5/11/18 7:00,3.775,Logged,,,,
2,5/11/18 7:15,3.906,,,,,
3,5/11/18 7:30,4.011,,,,,
4,5/11/18 7:45,4.037,,,,,
5,5/11/18 8:00,4.011,,,,,
6,5/11/18 8:15,4.089,,,,,
7,5/11/18 8:30,8.319,,,,,
8,5/11/18 8:45,10.32,,,,,
9,5/11/18 9:00,10.198,,,,,
10,5/11/18 9:15,9.361,,,,,
11,5/11/18 9:30,9.015,,,,,
12,5/11/18 9:45,9.706,,,,,
13,5/11/18 10:00,12.485,,,,,
14,5/11/18 10:15,14.912,,,,,
15,5/11/18 10:30,16.915,,,,,
16,5/11/18 10:45,17.32,,,,,
17,5/11/18 11:00,17.225,,,,,
18,5/11/18 11:15,17.701,,,,,
19,5/11/18 11:30,17.724,,,,,
20,5/11/18 11:45,17.153,,,,,
21,5/11/18 12:00,17.32,,,,,
22,5/11/18 12:15,17.391,,,,,
23,5/11/18 12:30,17.867,,,,,
24,5/11/18 12:45,18.176,,,,,
25,5/11/18 13:00,18.438,,,,,
26,5/11/18 13:15,18.176,,,,,
27,5/11/18 13:30,17.701,,,,,
28,5/11/18 13:45,17.558,,,,,
29,5/11/18 14:00,16.773,,,,,
30,5/11/18 14:15,17.748,,,,,
31,5/11/18 14:30,19.46,,,,,
32,5/11/18 14:45,19.199,,,,,
33,5/11/18 15:00,18.271,,,,,
34,5/11/18 15:15,17.867,,,,,
35,5/11/18 15:30,17.439,,,,,
36,5/11/18 15:45,18.295,,,,,
37,5/11/18 16:00,18.152,,,,,
38,5/11/18 16:15,17.796,,,,,
39,5/11/18 16:30,16.63,,,,,
40,5/11/18 16:45,16.868,,,,,
41,5/11/18 17:00,16.177,,,,,
42,5/11/18 17:15,15.103,,,,,
43,5/11/18 17:30,15.318,,,,,
44,5/11/18 17:45,15.7,,,,,
45,5/11/18 18:00,15.39,,,,,
46,5/11/18 18:15,15.39,,,,,
47,5/11/18 18:30,15.605,,,,,
48,5/11/18 18:45,15.318,,,,,
49,5/11/18 19:00,14.768,,,,,
50,5/11/18 19:15,14.266,,,,,
51,5/11/18 19:30,13.786,,,,,
52,5/11/18 19:45,13.281,,,,,
53,5/11/18 20:00,12.775,,,,,
54,5/11/18 20:15,12.243,,,,,
55,5/11/18 20:30,11.88,,,,,
56,5/11/18 20:45,11.662,,,,,
57,5/11/18 21:00,11.54,,,,,
58,5/11/18 21:15,11.273,,,,,
59,5/11/18 21:30,10.761,,,,,
60,5/11/18 21:45,10.173,,,,,
61,5/11/18 22:00,9.608,,,,,
62,5/11/18 22:15,9.04,,,,,
63,5/11/18 22:30,8.519,,,,,
64,5/11/18 22:45,7.97,,,,,
65,5/11/18 23:00,7.469,,,,,
66,5/11/18 23:15,7.015,,,,,
67,5/11/18 23:30,6.687,,,,,
68,5/11/18 23:45,6.408,,,,,
69,5/12/18 0:00,6.281,,,,,
70,5/12/18 0:15,6.179,,,,,
71,5/12/18 0:30,6.077,,,,,
72,5/12/18 0:45,5.949,,,,,
