"ID1","DateTime","TempC","TempF","ID"
328,"2013-01-15 01:45:37",4.558,40.20374370050396,100
329,"2013-01-15 02:00:37",4.61,40.29733621310295,100
330,"2013-01-15 02:15:37",4.636,40.34413246940245,100
331,"2013-01-15 02:30:37",4.662,40.39092872570194,100
332,"2013-01-15 02:45:37",4.636,40.34413246940245,100
333,"2013-01-15 03:00:37",4.636,40.34413246940245,100
334,"2013-01-15 03:15:37",4.636,40.34413246940245,100
335,"2013-01-15 03:30:37",4.61,40.29733621310295,100
336,"2013-01-15 03:45:37",4.61,40.29733621310295,100
337,"2013-01-15 04:00:37",4.61,40.29733621310295,100
338,"2013-01-15 04:15:37",4.61,40.29733621310295,100
339,"2013-01-15 04:30:37",4.532,40.15694744420446,100
340,"2013-01-15 04:45:37",4.558,40.20374370050396,100
341,"2013-01-15 05:00:37",4.558,40.20374370050396,100
342,"2013-01-15 05:15:37",4.558,40.20374370050396,100
343,"2013-01-15 05:30:37",4.584,40.25053995680346,100
344,"2013-01-15 05:45:37",4.61,40.29733621310295,100
345,"2013-01-15 06:00:37",4.61,40.29733621310295,100
346,"2013-01-15 06:15:37",4.61,40.29733621310295,100
347,"2013-01-15 06:30:37",4.61,40.29733621310295,100
348,"2013-01-15 06:45:37",4.61,40.29733621310295,100
349,"2013-01-15 07:00:37",4.61,40.29733621310295,100
350,"2013-01-15 07:15:37",4.584,40.25053995680346,100
351,"2013-01-15 07:30:37",4.584,40.25053995680346,100
352,"2013-01-15 07:45:37",4.558,40.20374370050396,100
353,"2013-01-15 08:00:37",4.532,40.15694744420446,100
354,"2013-01-15 08:15:37",4.532,40.15694744420446,100
355,"2013-01-15 08:30:37",4.532,40.15694744420446,100
356,"2013-01-15 08:45:37",4.532,40.15694744420446,100
357,"2013-01-15 09:00:37",4.558,40.20374370050396,100
358,"2013-01-15 09:15:37",4.558,40.20374370050396,100
359,"2013-01-15 09:30:37",4.558,40.20374370050396,100
360,"2013-01-15 09:45:37",4.584,40.25053995680346,100
361,"2013-01-15 10:00:37",4.584,40.25053995680346,100
362,"2013-01-15 10:15:37",4.61,40.29733621310295,100
363,"2013-01-15 10:30:37",4.636,40.34413246940245,100
364,"2013-01-15 10:45:37",4.636,40.34413246940245,100
365,"2013-01-15 11:00:37",4.558,40.20374370050396,100
366,"2013-01-15 11:15:37",4.506,40.11015118790497,100
367,"2013-01-15 11:30:37",4.48,40.06335493160547,100
368,"2013-01-15 11:45:37",4.48,40.06335493160547,100
369,"2013-01-15 12:00:37",4.506,40.11015118790497,100
370,"2013-01-15 12:15:37",4.506,40.11015118790497,100
371,"2013-01-15 12:30:37",4.506,40.11015118790497,100
372,"2013-01-15 12:45:37",4.506,40.11015118790497,100
373,"2013-01-15 13:00:37",4.506,40.11015118790497,100
374,"2013-01-15 13:15:37",4.402,39.92296616270698,100
375,"2013-01-15 13:30:37",4.402,39.92296616270698,100
376,"2013-01-15 13:45:37",4.402,39.92296616270698,100
377,"2013-01-15 14:00:37",4.428,39.96976241900648,100
378,"2013-01-15 14:15:37",4.428,39.96976241900648,100
379,"2013-01-15 14:30:37",4.402,39.92296616270698,100
380,"2013-01-15 14:45:37",4.324,39.7825773938085,100
381,"2013-01-15 15:00:37",4.324,39.7825773938085,100
382,"2013-01-15 15:15:37",4.324,39.7825773938085,100
383,"2013-01-15 15:30:37",4.35,39.82937365010799,100
384,"2013-01-15 15:45:37",4.272,39.68898488120951,100
385,"2013-01-15 16:00:37",4.428,39.96976241900648,100
386,"2013-01-15 16:15:37",4.428,39.96976241900648,100
387,"2013-01-15 16:30:37",4.428,39.96976241900648,100
388,"2013-01-15 16:45:37",4.428,39.96976241900648,100
389,"2013-01-15 17:00:37",4.376,39.87616990640749,100
390,"2013-01-15 17:15:37",4.298,39.735781137509,100
391,"2013-01-15 17:30:37",4.35,39.82937365010799,100
392,"2013-01-15 17:45:37",4.376,39.87616990640749,100
393,"2013-01-15 18:00:37",4.428,39.96976241900648,100
394,"2013-01-15 18:15:37",4.454,40.01655867530597,100
395,"2013-01-15 18:30:37",4.402,39.92296616270698,100
