Date Time	Temperature   (*C)
7/2/02 18:46	20.44
7/2/02 19:01	19.31
7/2/02 19:16	18.82
7/2/02 19:31	18.66
7/2/02 19:46	18.49
7/2/02 20:01	18.49
7/2/02 20:16	18.49
7/2/02 20:31	18.49
7/2/02 20:46	18.49
7/2/02 21:01	18.49
7/2/02 21:16	18.66
7/2/02 21:31	18.66
7/2/02 21:46	18.66
7/2/02 22:01	18.66
7/2/02 22:16	18.49
7/2/02 22:31	18.49
7/2/02 22:46	18.49
7/2/02 23:01	18.49
7/2/02 23:16	18.49
7/2/02 23:31	18.49
7/2/02 23:46	18.49
7/3/02 0:01	18.49
7/3/02 0:16	18.33
7/3/02 0:31	18.33
7/3/02 0:46	18.33
7/3/02 1:01	18.33
7/3/02 1:16	18.33
7/3/02 1:31	18.33
7/3/02 1:46	18.17
7/3/02 2:01	18.17
7/3/02 2:16	18.17
7/3/02 2:31	18.17
7/3/02 2:46	18.17
7/3/02 3:01	18.17
7/3/02 3:16	18.01
7/3/02 3:31	18.01
7/3/02 3:46	18.01
7/3/02 4:01	18.01
7/3/02 4:16	18.01
7/3/02 4:31	18.01
7/3/02 4:46	17.84
7/3/02 5:01	17.84
7/3/02 5:16	17.84
7/3/02 5:31	17.84
7/3/02 5:46	17.84
7/3/02 6:01	17.84
7/3/02 6:16	17.68
7/3/02 6:31	17.68
7/3/02 6:46	17.68
7/3/02 7:01	17.68
7/3/02 7:16	17.52
7/3/02 7:31	17.52
7/3/02 7:46	17.52
7/3/02 8:01	17.52
7/3/02 8:16	17.52
7/3/02 8:31	17.52
7/3/02 8:46	17.52
7/3/02 9:01	17.52
7/3/02 9:16	17.52
7/3/02 9:31	17.52
7/3/02 9:46	17.36
7/3/02 10:01	17.36
7/3/02 10:16	17.36
7/3/02 10:31	17.36
7/3/02 10:46	17.36
7/3/02 11:01	17.36
7/3/02 11:16	17.36
7/3/02 11:31	17.36
7/3/02 11:46	17.36
7/3/02 12:01	17.36
7/3/02 12:16	17.52
7/3/02 12:31	17.68
7/3/02 12:46	17.68
7/3/02 13:01	17.84
7/3/02 13:16	17.68
7/3/02 13:31	17.68
7/3/02 13:46	17.84
7/3/02 14:01	17.84
7/3/02 14:16	17.84
7/3/02 14:31	17.84
7/3/02 14:46	17.84
7/3/02 15:01	17.84
7/3/02 15:16	17.84
7/3/02 15:31	17.84
7/3/02 15:46	17.84
7/3/02 16:01	18.01
7/3/02 16:16	18.01
7/3/02 16:31	18.01
7/3/02 16:46	18.01
7/3/02 17:01	18.01
7/3/02 17:16	18.01
7/3/02 17:31	18.17
7/3/02 17:46	17.84
7/3/02 18:01	16.88
7/3/02 18:16	15.78
7/3/02 18:31	13.73
7/3/02 18:46	13.73
7/3/02 19:01	14.83
7/3/02 19:16	15.14
7/3/02 19:31	10.79
7/3/02 19:46	10.95
7/3/02 20:01	11.11
7/3/02 20:16	11.26
7/3/02 20:31	11.72
7/3/02 20:46	12.03
7/3/02 21:01	12.65
7/3/02 21:16	12.96
7/3/02 21:31	12.81
7/3/02 21:46	12.49
7/3/02 22:01	12.81
7/3/02 22:16	13.12
7/3/02 22:31	13.27
7/3/02 22:46	13.27
7/3/02 23:01	13.27
7/3/02 23:16	13.27
7/3/02 23:31	13.43
7/3/02 23:46	14.04
7/4/02 0:01	14.04
7/4/02 0:16	13.89
7/4/02 0:31	13.73
7/4/02 0:46	13.89
7/4/02 1:01	14.04
7/4/02 1:16	13.73
7/4/02 1:31	13.27
7/4/02 1:46	13.89
7/4/02 2:01	13.43
7/4/02 2:16	13.12
7/4/02 2:31	12.96
7/4/02 2:46	12.96
7/4/02 3:01	12.96
7/4/02 3:16	13.27
7/4/02 3:31	13.27
7/4/02 3:46	13.27
7/4/02 4:01	13.12
7/4/02 4:16	13.27
7/4/02 4:31	13.27
7/4/02 4:46	13.27
7/4/02 5:01	13.43
7/4/02 5:16	13.27
7/4/02 5:31	13.12
7/4/02 5:46	13.12
7/4/02 6:01	13.12
7/4/02 6:16	13.12
7/4/02 6:31	13.43
7/4/02 6:46	13.12
7/4/02 7:01	13.12
7/4/02 7:16	13.27
7/4/02 7:31	13.12
7/4/02 7:46	12.96
7/4/02 8:01	13.12
7/4/02 8:16	13.12
7/4/02 8:31	13.12
